Name,ReadName,ReadLength,AlignmentLength,Identity,I_Begin
rhodobacter_sphaeroides,SRR072233.17299,362nt,313,99.68,1693859
rhodobacter_sphaeroides,SRR072233.17314,502nt,280,98.93,33208
rhodobacter_sphaeroides,SRR072233.17338,393nt,320,99.69,758190
rhodobacter_sphaeroides,SRR072233.17338,393nt,184,94.05,704775
rhodobacter_sphaeroides,SRR072233.17513,491nt,491,100.00,6695
rhodobacter_sphaeroides,SRR072233.17591,461nt,400,100.00,1957398
rhodobacter_sphaeroides,SRR072233.17674,443nt,383,99.74,2305461
rhodobacter_sphaeroides,SRR072233.17692,482nt,49,91.84,1146125
rhodobacter_sphaeroides,SRR072233.17740,472nt,417,100.00,49898
rhodobacter_sphaeroides,SRR072233.17892,515nt,476,99.16,1415415
rhodobacter_sphaeroides,SRR072233.17911,572nt,356,98.60,1697796
rhodobacter_sphaeroides,SRR072233.17912,538nt,60,91.67,33679
rhodobacter_sphaeroides,SRR072233.17912,538nt,60,91.67,6
rhodobacter_sphaeroides,SRR072233.17912,538nt,60,91.67,6
rhodobacter_sphaeroides,SRR072233.18102,512nt,465,99.14,521588
rhodobacter_sphaeroides,SRR072233.18187,449nt,379,100.00,67164
rhodobacter_sphaeroides,SRR072233.18249,459nt,392,100.00,110452
rhodobacter_sphaeroides,SRR072233.18266,479nt,428,99.53,1144754
rhodobacter_sphaeroides,SRR072233.18289,520nt,494,99.39,1412250
rhodobacter_sphaeroides,SRR072233.18530,678nt,54,94.44,280
rhodobacter_sphaeroides,SRR072233.18530,678nt,54,94.44,282
rhodobacter_sphaeroides,SRR072233.18530,678nt,54,94.44,33955
rhodobacter_sphaeroides,SRR072233.18716,515nt,130,95.38,670141
rhodobacter_sphaeroides,SRR072233.18738,337nt,289,100.00,8343
rhodobacter_sphaeroides,SRR072233.18795,499nt,472,100.00,1525953
rhodobacter_sphaeroides,SRR072233.18798,843nt,218,100.00,1803274
rhodobacter_sphaeroides,SRR072233.18815,477nt,465,100.00,19207
rhodobacter_sphaeroides,SRR072233.18816,479nt,398,97.75,1675590
rhodobacter_sphaeroides,SRR072233.18856,454nt,400,100.00,29616
rhodobacter_sphaeroides,SRR072233.18924,530nt,327,99.08,103511
rhodobacter_sphaeroides,SRR072233.19005,512nt,512,97.86,459349
rhodobacter_sphaeroides,SRR072233.19042,543nt,334,97.92,729166
rhodobacter_sphaeroides,SRR072233.19046,507nt,506,99.80,100664
rhodobacter_sphaeroides,SRR072233.19093,485nt,303,99.01,1259716
rhodobacter_sphaeroides,SRR072233.19106,497nt,49,91.84,1146125
rhodobacter_sphaeroides,SRR072233.19163,482nt,427,98.83,932950
rhodobacter_sphaeroides,SRR072233.19209,506nt,43,90.70,1899130
rhodobacter_sphaeroides,SRR072233.19449,508nt,470,99.58,815582
rhodobacter_sphaeroides,SRR072233.19497,488nt,448,99.78,292793
rhodobacter_sphaeroides,SRR072233.19522,508nt,458,99.56,91746
rhodobacter_sphaeroides,SRR072233.19525,560nt,157,95.54,28849
rhodobacter_sphaeroides,SRR072233.19541,500nt,473,99.79,1525953
rhodobacter_sphaeroides,SRR072233.19555,351nt,302,100.00,2550034
rhodobacter_sphaeroides,SRR072233.19634,530nt,454,99.12,86201
rhodobacter_sphaeroides,SRR072233.19698,493nt,458,99.35,2352190
rhodobacter_sphaeroides,SRR072233.19754,512nt,512,99.61,730315
rhodobacter_sphaeroides,SRR072233.19771,513nt,513,99.81,637025
rhodobacter_sphaeroides,SRR072233.19870,553nt,299,92.41,312227
rhodobacter_sphaeroides,SRR072233.19871,531nt,518,99.81,74236
rhodobacter_sphaeroides,SRR072233.19874,489nt,434,100.00,1081141
rhodobacter_sphaeroides,SRR072233.19907,448nt,196,95.45,46237
rhodobacter_sphaeroides,SRR072233.19917,538nt,51,94.12,2370658
rhodobacter_sphaeroides,SRR072233.19917,538nt,61,93.44,1413266
rhodobacter_sphaeroides,SRR072233.19940,449nt,401,100.00,2902304
rhodobacter_sphaeroides,SRR072233.19963,552nt,284,98.94,2920208
rhodobacter_sphaeroides,SRR072233.19989,440nt,392,100.00,2468785
rhodobacter_sphaeroides,SRR072233.19990,407nt,58,91.38,1270601
rhodobacter_sphaeroides,SRR072233.20012,533nt,379,90.05,103178
rhodobacter_sphaeroides,SRR072233.20036,495nt,495,100.00,2347518
rhodobacter_sphaeroides,SRR072233.20066,490nt,489,99.80,2046098
rhodobacter_sphaeroides,SRR072233.20095,563nt,107,96.26,4001
rhodobacter_sphaeroides,SRR072233.20095,563nt,107,96.26,4003
rhodobacter_sphaeroides,SRR072233.20095,563nt,107,96.26,37676
rhodobacter_sphaeroides,SRR072233.20122,523nt,179,96.65,1704038
rhodobacter_sphaeroides,SRR072233.20149,450nt,399,99.75,1712807
rhodobacter_sphaeroides,SRR072233.20349,405nt,111,97.30,269103
rhodobacter_sphaeroides,SRR072233.20358,488nt,175,97.14,47897
rhodobacter_sphaeroides,SRR072233.20360,497nt,432,98.85,1259668
rhodobacter_sphaeroides,SRR072233.20416,425nt,149,97.35,1876918
rhodobacter_sphaeroides,SRR072233.20552,498nt,394,97.24,524143
rhodobacter_sphaeroides,SRR072233.20577,521nt,277,98.21,89320
rhodobacter_sphaeroides,SRR072233.20634,494nt,494,99.60,224914
rhodobacter_sphaeroides,SRR072233.20843,364nt,314,100.00,20731
rhodobacter_sphaeroides,SRR072233.20861,481nt,57,96.49,1692
rhodobacter_sphaeroides,SRR072233.20861,481nt,57,96.49,1694
rhodobacter_sphaeroides,SRR072233.20861,481nt,57,96.49,35367
rhodobacter_sphaeroides,SRR072233.20896,480nt,185,98.38,896651
rhodobacter_sphaeroides,SRR072233.20896,480nt,185,90.27,653894
rhodobacter_sphaeroides,SRR072233.20896,480nt,183,90.71,231731
rhodobacter_sphaeroides,SRR072233.20930,468nt,422,99.76,1409057
rhodobacter_sphaeroides,SRR072233.20992,338nt,291,100.00,1813734
rhodobacter_sphaeroides,SRR072233.21058,466nt,415,99.28,73522
rhodobacter_sphaeroides,SRR072233.21076,528nt,40,90.00,2560483
rhodobacter_sphaeroides,SRR072233.21098,482nt,364,99.45,9879
rhodobacter_sphaeroides,SRR072233.21149,516nt,41,90.24,682442
rhodobacter_sphaeroides,SRR072233.21215,502nt,465,99.57,54779
rhodobacter_sphaeroides,SRR072233.21218,502nt,444,99.77,23529
rhodobacter_sphaeroides,SRR072233.21226,478nt,425,100.00,78502
rhodobacter_sphaeroides,SRR072233.21226,478nt,425,96.24,43410
rhodobacter_sphaeroides,SRR072233.21289,509nt,397,99.24,1860161
rhodobacter_sphaeroides,SRR072233.21290,491nt,442,100.00,2790819
rhodobacter_sphaeroides,SRR072233.21352,500nt,410,99.76,73062
rhodobacter_sphaeroides,SRR072233.21353,441nt,386,99.48,2577873
rhodobacter_sphaeroides,SRR072233.21399,481nt,354,99.16,2287459
rhodobacter_sphaeroides,SRR072233.21402,654nt,171,97.66,201640
rhodobacter_sphaeroides,SRR072233.21437,477nt,419,99.76,1453345
rhodobacter_sphaeroides,SRR072233.21496,485nt,466,99.57,1383564
rhodobacter_sphaeroides,SRR072233.21519,485nt,397,99.50,1920583
rhodobacter_sphaeroides,SRR072233.21519,485nt,110,94.55,1931600
rhodobacter_sphaeroides,SRR072233.21547,505nt,455,99.78,29514
rhodobacter_sphaeroides,SRR072233.21562,511nt,456,99.56,65070
rhodobacter_sphaeroides,SRR072233.21594,507nt,456,100.00,46283
rhodobacter_sphaeroides,SRR072233.21630,459nt,335,97.32,89605
rhodobacter_sphaeroides,SRR072233.21640,507nt,505,99.80,497648
rhodobacter_sphaeroides,SRR072233.21710,512nt,491,100.00,2318049
rhodobacter_sphaeroides,SRR072233.21711,486nt,345,99.42,897483
rhodobacter_sphaeroides,SRR072233.21716,524nt,524,99.81,568
rhodobacter_sphaeroides,SRR072233.21716,524nt,524,99.81,570
rhodobacter_sphaeroides,SRR072233.21716,524nt,524,99.81,34243
rhodobacter_sphaeroides,SRR072233.21745,474nt,417,98.81,3089216
rhodobacter_sphaeroides,SRR072233.21797,486nt,48,93.75,2370651
rhodobacter_sphaeroides,SRR072233.21860,512nt,484,98.97,604688
rhodobacter_sphaeroides,SRR072233.21890,462nt,409,100.00,2688372
rhodobacter_sphaeroides,SRR072233.21908,474nt,383,99.22,1768710
rhodobacter_sphaeroides,SRR072233.21924,495nt,348,98.85,13168
rhodobacter_sphaeroides,SRR072233.21926,529nt,469,99.79,5139
rhodobacter_sphaeroides,SRR072233.21926,529nt,213,98.59,5137
rhodobacter_sphaeroides,SRR072233.21926,529nt,212,98.58,38811
rhodobacter_sphaeroides,SRR072233.22159,495nt,441,97.05,905780
rhodobacter_sphaeroides,SRR072233.22159,495nt,441,99.77,738802
rhodobacter_sphaeroides,SRR072233.22218,505nt,457,100.00,91746
rhodobacter_sphaeroides,SRR072233.22282,456nt,382,99.22,745968
rhodobacter_sphaeroides,SRR072233.22293,397nt,354,99.72,81215
rhodobacter_sphaeroides,SRR072233.22337,344nt,302,99.01,883457
rhodobacter_sphaeroides,SRR072233.22398,450nt,400,99.25,63180
rhodobacter_sphaeroides,SRR072233.22547,549nt,57,91.23,33679
rhodobacter_sphaeroides,SRR072233.22547,549nt,57,91.23,6
rhodobacter_sphaeroides,SRR072233.22547,549nt,57,91.23,6
rhodobacter_sphaeroides,SRR072233.22566,344nt,295,100.00,29301
rhodobacter_sphaeroides,SRR072233.22579,463nt,463,100.00,314340
rhodobacter_sphaeroides,SRR072233.22585,464nt,418,100.00,3937
rhodobacter_sphaeroides,SRR072233.22585,464nt,418,100.00,3939
rhodobacter_sphaeroides,SRR072233.22585,464nt,418,100.00,37612
rhodobacter_sphaeroides,SRR072233.22636,510nt,151,97.37,546385
rhodobacter_sphaeroides,SRR072233.22826,485nt,433,100.00,39126
rhodobacter_sphaeroides,SRR072233.22909,343nt,296,99.32,2060475
rhodobacter_sphaeroides,SRR072233.22999,540nt,293,98.64,52479
rhodobacter_sphaeroides,SRR072233.23045,521nt,514,99.03,757070
rhodobacter_sphaeroides,SRR072233.23092,476nt,426,100.00,883967
rhodobacter_sphaeroides,SRR072233.23118,520nt,447,99.33,634797
rhodobacter_sphaeroides,SRR072233.23138,503nt,492,99.80,2925866
rhodobacter_sphaeroides,SRR072233.23255,484nt,431,99.54,187148
rhodobacter_sphaeroides,SRR072233.23355,1727nt,178,92.13,442508
rhodobacter_sphaeroides,SRR072233.23623,403nt,356,99.72,332891
rhodobacter_sphaeroides,SRR072233.23672,496nt,496,99.20,2913642
rhodobacter_sphaeroides,SRR072233.23735,447nt,400,100.00,441105
rhodobacter_sphaeroides,SRR072233.23741,484nt,80,92.50,807264
rhodobacter_sphaeroides,SRR072233.23836,516nt,58,93.10,1615085
rhodobacter_sphaeroides,SRR072233.23915,482nt,482,100.00,1271559
rhodobacter_sphaeroides,SRR072233.24135,499nt,487,99.39,2299424
rhodobacter_sphaeroides,SRR072233.24156,430nt,377,100.00,1667550
rhodobacter_sphaeroides,SRR072233.24219,454nt,401,100.00,2902304
rhodobacter_sphaeroides,SRR072233.24253,459nt,399,91.56,63730
rhodobacter_sphaeroides,SRR072233.24287,488nt,458,100.00,2360844
rhodobacter_sphaeroides,SRR072233.24303,419nt,367,99.73,2888486
rhodobacter_sphaeroides,SRR072233.24424,506nt,54,92.59,1259784
rhodobacter_sphaeroides,SRR072233.24514,391nt,344,99.13,385554
rhodobacter_sphaeroides,SRR072233.24597,461nt,410,99.51,991392
rhodobacter_sphaeroides,SRR072233.24679,510nt,411,98.79,97279
rhodobacter_sphaeroides,SRR072233.24685,353nt,306,100.00,1726320
rhodobacter_sphaeroides,SRR072233.24846,479nt,432,100.00,28737
rhodobacter_sphaeroides,SRR072233.24861,504nt,436,100.00,1172921
rhodobacter_sphaeroides,SRR072233.24922,563nt,53,98.15,38651
rhodobacter_sphaeroides,SRR072233.24933,419nt,333,99.70,681732
rhodobacter_sphaeroides,SRR072233.24983,495nt,447,99.78,54387
rhodobacter_sphaeroides,SRR072233.24984,446nt,389,100.00,61750
rhodobacter_sphaeroides,SRR072233.25028,485nt,431,100.00,507218
rhodobacter_sphaeroides,SRR072233.25077,514nt,65,92.31,33678
rhodobacter_sphaeroides,SRR072233.25077,514nt,65,92.31,5
rhodobacter_sphaeroides,SRR072233.25077,514nt,65,92.31,5
rhodobacter_sphaeroides,SRR072233.25091,518nt,52,100.00,1286
rhodobacter_sphaeroides,SRR072233.25091,518nt,52,100.00,1288
rhodobacter_sphaeroides,SRR072233.25091,518nt,52,100.00,34961
rhodobacter_sphaeroides,SRR072233.25254,497nt,466,99.36,874577
rhodobacter_sphaeroides,SRR072233.25324,503nt,135,97.83,9067
rhodobacter_sphaeroides,SRR072233.25363,509nt,54,90.91,1692
rhodobacter_sphaeroides,SRR072233.25363,509nt,54,90.91,1694
rhodobacter_sphaeroides,SRR072233.25363,509nt,54,90.91,35367
rhodobacter_sphaeroides,SRR072233.25394,832nt,166,97.59,2956605
rhodobacter_sphaeroides,SRR072233.25458,480nt,439,100.00,2637218
rhodobacter_sphaeroides,SRR072233.25475,590nt,306,94.81,333649
rhodobacter_sphaeroides,SRR072233.25499,442nt,397,100.00,2062524
rhodobacter_sphaeroides,SRR072233.25550,425nt,371,100.00,1926455
rhodobacter_sphaeroides,SRR072233.25557,508nt,460,100.00,724425
rhodobacter_sphaeroides,SRR072233.25679,598nt,275,98.55,2946941
rhodobacter_sphaeroides,SRR072233.25690,483nt,448,91.57,2219966
rhodobacter_sphaeroides,SRR072233.25719,456nt,404,99.02,523188
rhodobacter_sphaeroides,SRR072233.25813,410nt,361,100.00,3168571
rhodobacter_sphaeroides,SRR072233.25814,475nt,417,100.00,73711
rhodobacter_sphaeroides,SRR072233.25848,524nt,522,99.04,873221
rhodobacter_sphaeroides,SRR072233.25848,524nt,46,100.00,923865
rhodobacter_sphaeroides,SRR072233.25913,399nt,350,100.00,2546953
rhodobacter_sphaeroides,SRR072233.25940,512nt,456,99.56,1498186
rhodobacter_sphaeroides,SRR072233.25983,583nt,192,90.10,209
rhodobacter_sphaeroides,SRR072233.25983,583nt,192,90.10,33882
rhodobacter_sphaeroides,SRR072233.26110,514nt,267,99.63,111253
rhodobacter_sphaeroides,SRR072233.26273,509nt,482,99.17,172926
rhodobacter_sphaeroides,SRR072233.26337,490nt,442,100.00,867772
rhodobacter_sphaeroides,SRR072233.26421,499nt,430,99.07,818748
rhodobacter_sphaeroides,SRR072233.26467,481nt,441,100.00,639217
rhodobacter_sphaeroides,SRR072233.26467,481nt,53,90.57,884732
rhodobacter_sphaeroides,SRR072233.26646,538nt,74,91.89,5272
rhodobacter_sphaeroides,SRR072233.26646,538nt,74,91.89,5274
rhodobacter_sphaeroides,SRR072233.26646,538nt,74,91.89,38946
rhodobacter_sphaeroides,SRR072233.26683,459nt,401,99.00,2107363
rhodobacter_sphaeroides,SRR072233.26704,372nt,314,99.04,738946
rhodobacter_sphaeroides,SRR072233.26730,480nt,430,100.00,2302415
rhodobacter_sphaeroides,SRR072233.26772,554nt,56,91.07,1692
rhodobacter_sphaeroides,SRR072233.26772,554nt,56,91.07,1694
rhodobacter_sphaeroides,SRR072233.26772,554nt,56,91.07,35367
rhodobacter_sphaeroides,SRR072233.26797,549nt,61,91.94,2608
rhodobacter_sphaeroides,SRR072233.26797,549nt,61,91.94,2610
rhodobacter_sphaeroides,SRR072233.26797,549nt,61,91.94,36283
rhodobacter_sphaeroides,SRR072233.26882,436nt,374,99.73,58111
rhodobacter_sphaeroides,SRR072233.26892,509nt,474,99.16,62042
rhodobacter_sphaeroides,SRR072233.26905,536nt,361,99.45,2006922
rhodobacter_sphaeroides,SRR072233.26917,513nt,505,99.60,1545
rhodobacter_sphaeroides,SRR072233.27008,497nt,462,99.78,6379
rhodobacter_sphaeroides,SRR072233.27016,494nt,494,100.00,7334
rhodobacter_sphaeroides,SRR072233.27134,266nt,217,100.00,1120847
rhodobacter_sphaeroides,SRR072233.27172,502nt,451,100.00,3042657
rhodobacter_sphaeroides,SRR072233.27207,511nt,511,99.61,11977
rhodobacter_sphaeroides,SRR072233.27336,509nt,508,99.21,1473072
rhodobacter_sphaeroides,SRR072233.27398,465nt,431,100.00,1354847
rhodobacter_sphaeroides,SRR072233.27513,491nt,64,93.75,7
rhodobacter_sphaeroides,SRR072233.27513,491nt,64,93.75,7
rhodobacter_sphaeroides,SRR072233.27513,491nt,64,93.75,33680
rhodobacter_sphaeroides,SRR072233.27547,513nt,467,99.79,2459938
rhodobacter_sphaeroides,SRR072233.27806,373nt,325,99.38,2802549
rhodobacter_sphaeroides,SRR072233.27812,480nt,407,99.02,1292360
rhodobacter_sphaeroides,SRR072233.27860,399nt,42,97.62,548581
rhodobacter_sphaeroides,SRR072233.27860,399nt,343,100.00,624353
rhodobacter_sphaeroides,SRR072233.27860,399nt,42,95.24,733473
rhodobacter_sphaeroides,SRR072233.27867,515nt,470,100.00,87729
rhodobacter_sphaeroides,SRR072233.27900,510nt,462,99.78,15505
rhodobacter_sphaeroides,SRR072233.27911,478nt,427,99.30,2441395
rhodobacter_sphaeroides,SRR072233.28048,515nt,504,100.00,557613
rhodobacter_sphaeroides,SRR072233.28071,594nt,67,95.52,705
rhodobacter_sphaeroides,SRR072233.28071,594nt,67,95.52,707
rhodobacter_sphaeroides,SRR072233.28071,594nt,67,95.52,34380
rhodobacter_sphaeroides,SRR072233.28122,496nt,471,100.00,216708
rhodobacter_sphaeroides,SRR072233.28165,393nt,345,100.00,54145
rhodobacter_sphaeroides,SRR072233.28170,516nt,403,99.26,1693144
rhodobacter_sphaeroides,SRR072233.28214,519nt,486,99.79,99553
rhodobacter_sphaeroides,SRR072233.28224,441nt,393,99.49,11721
rhodobacter_sphaeroides,SRR072233.28284,430nt,349,97.99,919826
rhodobacter_sphaeroides,SRR072233.28294,439nt,390,100.00,291169
rhodobacter_sphaeroides,SRR072233.28317,500nt,335,94.99,674733
rhodobacter_sphaeroides,SRR072233.28429,390nt,323,99.38,1130822
rhodobacter_sphaeroides,SRR072233.28447,881nt,72,100.00,1066916
rhodobacter_sphaeroides,SRR072233.28454,500nt,500,100.00,733580
rhodobacter_sphaeroides,SRR072233.28471,480nt,55,92.73,402649
rhodobacter_sphaeroides,SRR072233.28526,476nt,412,99.28,2303511
rhodobacter_sphaeroides,SRR072233.28535,460nt,411,100.00,2172481
rhodobacter_sphaeroides,SRR072233.28542,530nt,530,98.87,779
rhodobacter_sphaeroides,SRR072233.28542,530nt,530,98.87,781
rhodobacter_sphaeroides,SRR072233.28542,530nt,530,98.87,34454
rhodobacter_sphaeroides,SRR072233.28547,337nt,289,100.00,8343
rhodobacter_sphaeroides,SRR072233.28679,517nt,40,92.50,2623302
rhodobacter_sphaeroides,SRR072233.28746,430nt,228,98.68,1220081
rhodobacter_sphaeroides,SRR072233.28794,493nt,227,99.12,24528
rhodobacter_sphaeroides,SRR072233.28800,785nt,64,100.00,64781
rhodobacter_sphaeroides,SRR072233.28852,515nt,515,99.61,301058
rhodobacter_sphaeroides,SRR072233.28863,508nt,458,100.00,943348
rhodobacter_sphaeroides,SRR072233.28876,507nt,109,97.25,754123
rhodobacter_sphaeroides,SRR072233.28948,485nt,427,100.00,2989461
rhodobacter_sphaeroides,SRR072233.29026,530nt,528,99.81,319622
rhodobacter_sphaeroides,SRR072233.29035,487nt,432,99.77,686614
rhodobacter_sphaeroides,SRR072233.29095,499nt,498,99.80,76690
rhodobacter_sphaeroides,SRR072233.29144,575nt,100,91.26,4115
rhodobacter_sphaeroides,SRR072233.29144,575nt,100,91.26,4117
rhodobacter_sphaeroides,SRR072233.29144,575nt,100,91.26,37790
rhodobacter_sphaeroides,SRR072233.29168,300nt,254,100.00,74371
rhodobacter_sphaeroides,SRR072233.29170,517nt,384,100.00,390187
rhodobacter_sphaeroides,SRR072233.29193,530nt,390,98.72,447867
rhodobacter_sphaeroides,SRR072233.29198,466nt,403,100.00,1144077
rhodobacter_sphaeroides,SRR072233.29260,373nt,328,100.00,463251
rhodobacter_sphaeroides,SRR072233.29274,430nt,378,100.00,1525716
rhodobacter_sphaeroides,SRR072233.29354,487nt,437,99.77,1751727
rhodobacter_sphaeroides,SRR072233.29372,470nt,468,100.00,35152
rhodobacter_sphaeroides,SRR072233.29406,521nt,44,90.91,2712910
rhodobacter_sphaeroides,SRR072233.29571,508nt,466,99.14,2919543
rhodobacter_sphaeroides,SRR072233.29575,508nt,47,91.49,3591
rhodobacter_sphaeroides,SRR072233.29575,508nt,47,91.49,3593
rhodobacter_sphaeroides,SRR072233.29575,508nt,47,91.49,37266
rhodobacter_sphaeroides,SRR072233.29607,546nt,250,94.09,338850
rhodobacter_sphaeroides,SRR072233.29615,498nt,441,99.32,376404
rhodobacter_sphaeroides,SRR072233.29630,493nt,418,99.28,2330312
rhodobacter_sphaeroides,SRR072233.29657,505nt,490,99.59,1150622
rhodobacter_sphaeroides,SRR072233.29666,430nt,378,100.00,2991032
rhodobacter_sphaeroides,SRR072233.29761,466nt,81,93.83,1388
rhodobacter_sphaeroides,SRR072233.29761,466nt,81,93.83,1390
rhodobacter_sphaeroides,SRR072233.29761,466nt,81,93.83,35063
rhodobacter_sphaeroides,SRR072233.29761,466nt,61,90.16,704752
rhodobacter_sphaeroides,SRR072233.29841,513nt,377,92.08,1854108
rhodobacter_sphaeroides,SRR072233.29866,477nt,420,99.29,1080018
rhodobacter_sphaeroides,SRR072233.29915,524nt,524,99.62,2048186
rhodobacter_sphaeroides,SRR072233.29932,440nt,389,98.72,3002434
rhodobacter_sphaeroides,SRR072233.29946,606nt,163,99.39,69243
rhodobacter_sphaeroides,SRR072233.30034,527nt,50,90.00,2413079
rhodobacter_sphaeroides,SRR072233.30042,459nt,410,100.00,3041231
rhodobacter_sphaeroides,SRR072233.30049,473nt,397,99.00,2162686
rhodobacter_sphaeroides,SRR072233.30061,554nt,438,96.62,6654
rhodobacter_sphaeroides,SRR072233.30061,554nt,209,97.16,34783
rhodobacter_sphaeroides,SRR072233.30089,826nt,153,98.05,103302
rhodobacter_sphaeroides,SRR072233.30105,514nt,467,94.88,33524
rhodobacter_sphaeroides,SRR072233.30114,501nt,306,98.37,63617
rhodobacter_sphaeroides,SRR072233.30278,496nt,218,97.30,2115742
rhodobacter_sphaeroides,SRR072233.30311,499nt,450,99.12,217650
rhodobacter_sphaeroides,SRR072233.30407,568nt,227,99.13,1106253
rhodobacter_sphaeroides,SRR072233.30451,494nt,453,99.78,42837
rhodobacter_sphaeroides,SRR072233.30459,441nt,56,96.43,3079637
rhodobacter_sphaeroides,SRR072233.30497,537nt,331,94.31,1788701
rhodobacter_sphaeroides,SRR072233.30627,517nt,517,99.61,68578
rhodobacter_sphaeroides,SRR072233.30633,473nt,473,99.58,1911743
rhodobacter_sphaeroides,SRR072233.30688,111nt,104,98.08,249260
rhodobacter_sphaeroides,SRR072233.30763,478nt,458,99.13,4092
rhodobacter_sphaeroides,SRR072233.30819,528nt,263,99.62,31418
rhodobacter_sphaeroides,SRR072233.30864,501nt,450,100.00,5811
rhodobacter_sphaeroides,SRR072233.30926,508nt,505,98.62,9972
rhodobacter_sphaeroides,SRR072233.30942,488nt,111,100.00,25765
rhodobacter_sphaeroides,SRR072233.30958,464nt,464,100.00,491979
rhodobacter_sphaeroides,SRR072233.31062,541nt,71,91.55,1692
rhodobacter_sphaeroides,SRR072233.31062,541nt,71,91.55,1694
rhodobacter_sphaeroides,SRR072233.31062,541nt,71,91.55,35367
rhodobacter_sphaeroides,SRR072233.31062,541nt,61,90.16,704752
rhodobacter_sphaeroides,SRR072233.31107,510nt,510,100.00,81280
rhodobacter_sphaeroides,SRR072233.31229,518nt,53,92.45,213967
rhodobacter_sphaeroides,SRR072233.31284,575nt,211,99.53,73917
rhodobacter_sphaeroides,SRR072233.31518,481nt,59,91.53,82414
rhodobacter_sphaeroides,SRR072233.31527,529nt,42,100.00,257976
rhodobacter_sphaeroides,SRR072233.31562,539nt,42,90.48,2990001
rhodobacter_sphaeroides,SRR072233.31602,475nt,440,98.64,2534982
rhodobacter_sphaeroides,SRR072233.31662,508nt,508,100.00,2969561
rhodobacter_sphaeroides,SRR072233.31780,510nt,478,99.16,355096
rhodobacter_sphaeroides,SRR072233.31794,496nt,493,100.00,6833
rhodobacter_sphaeroides,SRR072233.31805,549nt,57,91.23,1816
